359	6
360	6
361	4
362	6
363	6
364	6
365	2
366	6
367	2
368	2
369	6
370	5
371	1
372	6
373	5
374	2
375	2
376	2
377	1
378	6
379	4
380	2
381	6
382	5
383	5
384	6
385	2
386	6
387	2
388	2
389	5
390	3
391	2
392	2
393	2
394	2
395	6
396	6
397	6
398	2
399	4
400	5
401	6
402	3
403	4
404	4
405	2
406	5
407	5
408	6
409	5
410	5
411	6
412	4
413	1
414	5
415	3
416	5
417	2
418	5
419	1
420	4
421	5
422	2
423	4
424	2
425	4
426	6
427	5
428	6
429	6
430	2
431	6
432	5
433	6
434	6
435	2
436	6
437	6
438	6
439	6
440	5
441	6
442	5
443	6
444	1
445	6
446	5
447	6
448	2
449	4
450	6
451	6
452	1
453	1
454	4
455	6
456	2
457	6
458	2
459	2
460	2
461	3
462	6
463	6
464	4
465	5
466	6
467	6
468	2
469	1
470	6
471	4
472	6
473	3
474	1
475	5
476	2
477	5
478	3
479	2
480	5
481	2
482	5
483	5
484	2
485	2
486	6
487	6
488	5
489	4
490	5
491	1
492	5
493	5
494	5
495	2
496	6
497	2
498	4
499	6
500	5
501	4
502	4
503	4
504	6
505	5
506	3
507	5
508	5
509	2
510	2
511	6
512	6
513	6
514	6
515	6
516	2
517	5
518	5
519	1
520	6
521	2
522	5
523	6
524	5
525	2
526	6
527	5
528	6
529	2
530	6
531	1
532	1
533	4
534	5
535	1
536	5
537	6
538	4
539	6
540	3
541	4
542	5
543	6
544	2
545	1
546	6
547	5
548	2
549	6
550	6
551	6
552	4
553	4
554	2
555	5
556	2
557	1
558	5
559	3
560	1
561	3
562	2
563	1
564	6
565	3
566	5
567	2
568	2
569	3
570	2
571	6
572	5
573	2
574	5
575	6
576	6
577	2
578	2
579	4
580	1
581	5
582	2
583	2
584	6
585	6
586	6
587	2
588	2
589	2
590	2
591	2
592	6
593	3
594	3
595	2
596	1
597	6
598	3
599	2
600	3
601	5
602	5
603	3
604	2
605	4
606	2
607	2
608	5
609	2
610	3
611	1
612	6
613	1
614	2
615	4
616	2
617	2
618	6
619	5
620	2
621	5
622	3
623	2
624	5
625	6
626	5
627	3
628	2
629	2
630	3
631	4
632	1
633	6
634	6
635	3
636	5
637	5
638	5
639	5
640	3
641	3
642	2
643	2
644	6
645	1
646	5
647	5
648	4
649	5
650	2
651	2
652	5
653	1
654	5
655	5
656	2
657	5
658	1
659	6
660	2
661	2
662	5
663	6
664	5
665	2
666	5
667	4
668	2
669	3
670	1
671	4
672	1
673	6
674	6
675	1
676	5
677	4
678	5
679	4
680	1
681	6
682	4
683	2
684	6
685	4
686	5
687	6
688	1
689	4
690	6
691	6
692	5
693	5
694	1
695	6
696	4
697	1
698	1
699	1
700	3
701	5
702	5
703	4
704	5
705	6
706	2
707	3
708	5
709	2
710	6
711	6
712	5
713	2
714	5
715	2
716	5
717	6
718	4
719	4
720	1
721	5
722	2
723	6
724	5
725	5
726	6
727	5
728	5
729	2
730	6
731	5
732	2
733	6
734	5
735	5
736	6
737	4
738	5
739	5
740	5
741	4
742	1
743	1
744	6
745	5
746	2
747	5
748	6
749	2
750	2
751	5
752	6
753	5
754	5
755	2
756	5
757	2
758	4
759	2
760	1
761	2
762	5
763	5
764	5
765	6
766	6
767	2
768	3
769	2
770	4
771	3
772	5
773	6
774	2
775	4
776	4
777	2
778	6
779	1
780	5
781	4
782	3
783	6
784	6
785	2
786	4
787	5
788	4
789	5
790	6
791	3
792	6
793	4
794	5
795	1
796	4
797	6
798	6
799	3
800	3
801	6
802	5
803	5
804	2
805	2
806	6
807	6
808	2
809	5
810	5
811	2
812	3
813	1
814	3
815	6
816	4
817	2
818	2
819	5
820	5
821	2
822	6
823	5
824	6
825	5
826	2
827	2
828	5
829	5
830	5
831	1
832	5
833	5
834	6
835	4
836	3
837	5
838	6
839	4
840	2
841	5
842	5
843	5
844	1
845	4
846	3
847	5
848	2
849	6
850	6
851	2
852	5
853	6
854	2
855	2
856	5
857	1
858	2
859	6
860	2
861	2
862	6
863	4
864	6
865	6
866	1
867	5
868	5
869	6
870	6
871	6
872	5
873	6
874	2
875	4
876	2
877	6
878	6
879	1
880	6
881	5
882	5
883	5
884	1
885	5
886	2
887	4
888	6
889	1
890	3
891	3
892	6
893	2
894	6
895	2
896	6
897	4
898	3
899	3
900	4
901	3
902	4
903	5
904	4
905	1
906	5
907	3
908	4
909	2
910	6
911	6
912	5
913	2
914	1
915	6
916	6
917	2
918	2
919	6
920	2
921	5
922	2
923	5
924	6
925	6
926	5
927	5
928	3
929	2
930	3
931	6
932	4
933	6
934	2
935	2
936	2
937	5
938	5
939	4
940	6
941	2
942	4
943	3
944	6
945	3
946	6
947	6
948	2
949	5
950	2
951	4
952	2
953	5
954	5
955	1
956	2
957	6
958	5
959	2
960	2
961	6
962	5
963	2
964	4
965	2
966	2
967	5
968	5
969	5
970	6
971	6
972	5
973	1
974	1
975	5
976	4
977	5
978	2
979	6
980	1
981	6
982	6
983	2
984	1
985	5
986	2
987	5
988	6
989	5
990	1
991	6
992	6
993	6
994	5
995	2
996	2
997	2
998	1
999	6
1000	2
1001	2
1002	5
1003	4
1004	2
1005	1
1006	2
1007	5
1008	5
1009	5
1010	3
1011	6
1012	2
1013	4
1014	5
1015	5
1016	5
1017	6
1018	4
1019	5
1020	5
1021	2
1022	1
1023	2
1024	5
1025	6
1026	5
1027	6
1028	2
1029	6
1030	2
1031	2
1032	2
1033	6
1034	6
1035	4
1036	2
1037	5
1038	5
1039	3
1040	4
1041	1
1042	2
1043	2
1044	4
1045	5
1046	5
1047	6
1048	2
1049	6
1050	5
1051	4
1052	4
1053	3
1054	6
1055	6
1056	6
1057	5
1058	2
1059	3
1060	2
1061	2
1062	5
1063	3
1064	3
1065	5
1066	4
1067	2
1068	2
1069	6
1070	2
1071	6
1072	6
1073	3
1074	4
1075	4
1076	5
1077	5
1078	2
1079	2
1080	5
1081	1
1082	2
1083	5
1084	5
1085	1
1086	2
1087	1
1088	5
1089	5
1090	5
1091	6
1092	6
1093	4
1094	5
1095	4
1096	4
1097	3
1098	3
1099	2
1100	6
1101	6
1102	2
1103	4
1104	6
1105	6
1106	3
1107	4
1108	4
1109	4
1110	1
1111	6
1112	5
1113	1
1114	2
1115	2
1116	4
1117	2
1118	5
1119	3
1120	2
1121	5
1122	6
1123	5
1124	6
1125	5
1126	2
1127	5
1128	6
1129	4
1130	2
1131	1
1132	5
1133	2
1134	6
1135	5
1136	1
1137	1
1138	5
1139	4
1140	6
1141	3
1142	1
1143	2
1144	1
1145	5
1146	5
1147	6
1148	3
1149	2
1150	6
1151	5
1152	1
1153	5
1154	6
1155	6
1156	2
1157	4
1158	5
1159	2
1160	2
1161	5
1162	6
1163	5
1164	6
1165	6
1166	3
1167	2
1168	2
1169	2
1170	6
1171	5
1172	4
1173	6
1174	4
1175	6
1176	6
1177	2
1178	5
1179	2
1180	4
1181	3
1182	1
1183	6
1184	5
1185	1
1186	5
1187	2
1188	3
1189	1
1190	5
1191	4
1192	4
1193	2
1194	2
1195	5
1196	6
1197	5
1198	3
1199	6
1200	4
1201	6
1202	3
1203	4
1204	3
1205	2
1206	5
1207	4
1208	1
1209	6
1210	1
1211	2
1212	6
1213	6
1214	6
1215	2
1216	5
1217	2
1218	1
1219	5
1220	5
1221	1
1222	5
1223	6
1224	6
1225	6
1226	2
1227	5
1228	4
1229	5
1230	6
1231	2
1232	2
1233	3
1234	2
1235	4
1236	6
1237	5
1238	6
1239	5
1240	5
1241	3
1242	2
1243	3
1244	5
1245	2
1246	3
1247	3
1248	2
1249	2
1250	4
1251	2
1252	4
1253	5
1254	1
1255	3
1256	5
1257	3
1258	3
1259	6
1260	2
1261	5
1262	6
1263	5
1264	5
1265	6
1266	2
1267	5
1268	6
1269	2
1270	6
1271	2
1272	6
1273	1
1274	6
1275	2
1276	1
1277	2
1278	1
1279	5
1280	6
1281	3
1282	4
1283	3
1284	5
1285	5
1286	2
1287	1
1288	6
1289	5
1290	5
1291	3
1292	4
1293	5
1294	4
1295	2
1296	6
1297	6
1298	6
1299	5
1300	5
1301	4
1302	6
1303	2
1304	6
1305	2
1306	6
1307	6
1308	3
1309	6
1310	6
1311	1
1312	2
1313	3
1314	2
1315	2
1316	5
1317	6
1318	2
1319	5
1320	4
1321	6
1322	2
1323	5
1324	3
1325	6
1326	4
1327	6
1328	5
1329	4
1330	5
1331	5
1332	6
1333	6
1334	2
1335	2
1336	4
1337	1
1338	2
1339	2
1340	6
1341	4
1342	6
1343	6
1344	5
1345	5
1346	2
1347	5
1348	5
1349	2
1350	3
1351	6
1352	2
1353	6
1354	6
1355	2
1356	5
1357	6
1358	5
1359	6
1360	1
1361	2
1362	2
1363	3
1364	3
1365	6
1366	2
1367	2
1368	3
1369	4
1370	5
1371	2
1372	6
1373	5
1374	6
1375	4
1376	1
1377	4
